video-name,t-start,t-end,action-label,video-duration,filename,fps,video-frames,temporal-region-label
OKyOqfAeARQ,221,226,vegetable biryani,251.22,v_OKyOqfAeARQ.mp4,30,7536,Action
OKyOqfAeARQ,230,248,vegetable biryani,251.22,v_OKyOqfAeARQ.mp4,30,7536,Action
JfLGO_437iI,53,79,minestrone,341.37,v_JfLGO_437iI.mp4,30,10241,Action
JfLGO_437iI,124,127,minestrone,341.37,v_JfLGO_437iI.mp4,30,10241,Action
JfLGO_437iI,143,158,minestrone,341.37,v_JfLGO_437iI.mp4,30,10241,Action
JfLGO_437iI,200,206,minestrone,341.37,v_JfLGO_437iI.mp4,30,10241,Action
JfLGO_437iI,222,225,minestrone,341.37,v_JfLGO_437iI.mp4,30,10241,Action
JfLGO_437iI,247,253,minestrone,341.37,v_JfLGO_437iI.mp4,30,10241,Action
JfLGO_437iI,290,334,minestrone,341.37,v_JfLGO_437iI.mp4,30,10241,Action
UoP9ZJKqAh4,19,27,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,28,40,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,43,50,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,51,65,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,68,76,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,80,110,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,111,117,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,120,127,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,134,138,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,139,150,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,162,171,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,176,186,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
UoP9ZJKqAh4,194,198,mashed potato,232.69,v_UoP9ZJKqAh4.mp4,30,6979,Action
_EtwHSuT4LA,58,66,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,67,93,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,100,106,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,113,124,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,163,188,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,208,223,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,226,234,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,234,243,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,243,250,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,264,296,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,296,307,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
_EtwHSuT4LA,318,327,chinese spring rolls,354.01,v__EtwHSuT4LA.mp4,30,10619,Action
WXj9wVPWmj0,8,93,croque monsieur,287.94,v_WXj9wVPWmj0.mp4,30,8618,Action
WXj9wVPWmj0,102,144,croque monsieur,287.94,v_WXj9wVPWmj0.mp4,30,8618,Action
WXj9wVPWmj0,151,208,croque monsieur,287.94,v_WXj9wVPWmj0.mp4,30,8618,Action
qq0Wu8fJQLI,80,85,grilled cheese,333.39,v_qq0Wu8fJQLI.mp4,30,9999,Action
qq0Wu8fJQLI,87,116,grilled cheese,333.39,v_qq0Wu8fJQLI.mp4,30,9999,Action
qq0Wu8fJQLI,117,128,grilled cheese,333.39,v_qq0Wu8fJQLI.mp4,30,9999,Action
qq0Wu8fJQLI,140,169,grilled cheese,333.39,v_qq0Wu8fJQLI.mp4,30,9999,Action
qq0Wu8fJQLI,185,195,grilled cheese,333.39,v_qq0Wu8fJQLI.mp4,30,9999,Action
qq0Wu8fJQLI,209,216,grilled cheese,333.39,v_qq0Wu8fJQLI.mp4,30,9999,Action
luc3a5TQ6z4,25,51,mashed potato,141.27,v_luc3a5TQ6z4.mp4,30,4237,Action
luc3a5TQ6z4,53,64,mashed potato,141.27,v_luc3a5TQ6z4.mp4,30,4237,Action
luc3a5TQ6z4,68,77,mashed potato,141.27,v_luc3a5TQ6z4.mp4,30,4237,Action
luc3a5TQ6z4,78,102,mashed potato,141.27,v_luc3a5TQ6z4.mp4,30,4237,Action
luc3a5TQ6z4,103,132,mashed potato,141.27,v_luc3a5TQ6z4.mp4,30,4237,Action
0l_U1Moloqk,6,25,spicy tuna roll,124.54,v_0l_U1Moloqk.mp4,30,3735,Action
0l_U1Moloqk,25,41,spicy tuna roll,124.54,v_0l_U1Moloqk.mp4,30,3735,Action
0l_U1Moloqk,41,65,spicy tuna roll,124.54,v_0l_U1Moloqk.mp4,30,3735,Action
0l_U1Moloqk,66,107,spicy tuna roll,124.54,v_0l_U1Moloqk.mp4,30,3735,Action
mer7ECSKflk,7,28,beef tacos,299.51,v_mer7ECSKflk.mp4,30,8984,Action
mer7ECSKflk,41,81,beef tacos,299.51,v_mer7ECSKflk.mp4,30,8984,Action
mer7ECSKflk,92,140,beef tacos,299.51,v_mer7ECSKflk.mp4,30,8984,Action
mer7ECSKflk,167,180,beef tacos,299.51,v_mer7ECSKflk.mp4,30,8984,Action
mer7ECSKflk,192,210,beef tacos,299.51,v_mer7ECSKflk.mp4,30,8984,Action
mer7ECSKflk,218,246,beef tacos,299.51,v_mer7ECSKflk.mp4,30,8984,Action
nF67_d1HHnI,53,60,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
nF67_d1HHnI,61,72,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
nF67_d1HHnI,75,77,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
nF67_d1HHnI,93,118,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
nF67_d1HHnI,150,166,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
nF67_d1HHnI,167,173,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
nF67_d1HHnI,189,213,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
nF67_d1HHnI,288,294,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
nF67_d1HHnI,323,351,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
nF67_d1HHnI,364,389,grilled cheese,484.82,v_nF67_d1HHnI.mp4,30,14544,Action
NkU9HSI1S9k,72,154,sour soup,284.72,v_NkU9HSI1S9k.mp4,30,8542,Action
NkU9HSI1S9k,159,168,sour soup,284.72,v_NkU9HSI1S9k.mp4,30,8542,Action
NkU9HSI1S9k,179,189,sour soup,284.72,v_NkU9HSI1S9k.mp4,30,8542,Action
NkU9HSI1S9k,190,199,sour soup,284.72,v_NkU9HSI1S9k.mp4,30,8542,Action
NkU9HSI1S9k,222,227,sour soup,284.72,v_NkU9HSI1S9k.mp4,30,8542,Action
F-Pgf8bXDpQ,50,69,escargot,156.22,v_F-Pgf8bXDpQ.mp4,30,4686,Action
F-Pgf8bXDpQ,71,92,escargot,156.22,v_F-Pgf8bXDpQ.mp4,30,4686,Action
F-Pgf8bXDpQ,104,109,escargot,156.22,v_F-Pgf8bXDpQ.mp4,30,4686,Action
F-Pgf8bXDpQ,110,112,escargot,156.22,v_F-Pgf8bXDpQ.mp4,30,4686,Action
F-Pgf8bXDpQ,113,120,escargot,156.22,v_F-Pgf8bXDpQ.mp4,30,4686,Action
F-Pgf8bXDpQ,122,125,escargot,156.22,v_F-Pgf8bXDpQ.mp4,30,4686,Action
yqpMSBZaNno,5,15,foie gras,220.43,v_yqpMSBZaNno.mp4,30,6611,Action
yqpMSBZaNno,19,27,foie gras,220.43,v_yqpMSBZaNno.mp4,30,6611,Action
yqpMSBZaNno,33,48,foie gras,220.43,v_yqpMSBZaNno.mp4,30,6611,Action
yqpMSBZaNno,57,84,foie gras,220.43,v_yqpMSBZaNno.mp4,30,6611,Action
yqpMSBZaNno,94,103,foie gras,220.43,v_yqpMSBZaNno.mp4,30,6611,Action
yqpMSBZaNno,128,131,foie gras,220.43,v_yqpMSBZaNno.mp4,30,6611,Action
dB4SW9-y13U,23,71,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
dB4SW9-y13U,72,94,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
dB4SW9-y13U,108,145,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
dB4SW9-y13U,153,161,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
dB4SW9-y13U,167,172,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
dB4SW9-y13U,182,195,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
dB4SW9-y13U,197,210,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
dB4SW9-y13U,239,260,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
dB4SW9-y13U,265,271,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
dB4SW9-y13U,272,285,general's chicken,341.06,v_dB4SW9-y13U.mp4,30,10230,Action
8pYjtrt5Kbg,49,67,calamari,233.85,v_8pYjtrt5Kbg.mp4,30,7014,Action
8pYjtrt5Kbg,76,81,calamari,233.85,v_8pYjtrt5Kbg.mp4,30,7014,Action
8pYjtrt5Kbg,86,109,calamari,233.85,v_8pYjtrt5Kbg.mp4,30,7014,Action
8pYjtrt5Kbg,125,149,calamari,233.85,v_8pYjtrt5Kbg.mp4,30,7014,Action
8pYjtrt5Kbg,153,166,calamari,233.85,v_8pYjtrt5Kbg.mp4,30,7014,Action
8pYjtrt5Kbg,166,169,calamari,233.85,v_8pYjtrt5Kbg.mp4,30,7014,Action
8pYjtrt5Kbg,192,202,calamari,233.85,v_8pYjtrt5Kbg.mp4,30,7014,Action
SuK9T9KOBSs,27,32,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,33,66,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,73,118,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,119,131,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,132,170,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,174,186,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,187,215,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,216,255,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,265,285,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,293,333,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
SuK9T9KOBSs,338,362,pasta e fagioli,389.58,v_SuK9T9KOBSs.mp4,30,11687,Action
umveZyJ1h1s,91,173,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,191,212,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,213,228,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,229,238,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,239,254,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,262,279,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,280,289,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,290,321,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,389,412,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,413,435,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,442,465,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
umveZyJ1h1s,466,482,sauerkraut,597.91,v_umveZyJ1h1s.mp4,30,17937,Action
5FOX31OK_pU,73,89,california roll,193.5,v_5FOX31OK_pU.mp4,30,5803,Action
5FOX31OK_pU,91,93,california roll,193.5,v_5FOX31OK_pU.mp4,30,5803,Action
5FOX31OK_pU,93,103,california roll,193.5,v_5FOX31OK_pU.mp4,30,5803,Action
5FOX31OK_pU,103,113,california roll,193.5,v_5FOX31OK_pU.mp4,30,5803,Action
5FOX31OK_pU,126,145,california roll,193.5,v_5FOX31OK_pU.mp4,30,5803,Action
6IN_mupBjh8,117,171,macaroni and cheese,379.2,v_6IN_mupBjh8.mp4,30,11375,Action
6IN_mupBjh8,177,192,macaroni and cheese,379.2,v_6IN_mupBjh8.mp4,30,11375,Action
6IN_mupBjh8,198,235,macaroni and cheese,379.2,v_6IN_mupBjh8.mp4,30,11375,Action
6IN_mupBjh8,239,286,macaroni and cheese,379.2,v_6IN_mupBjh8.mp4,30,11375,Action
on8-O_f69ys,30,33,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,40,93,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,120,125,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,131,155,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,161,198,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,213,223,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,229,236,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,237,259,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,260,269,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,286,305,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,309,338,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,340,344,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
on8-O_f69ys,351,379,spaghetti carbonara,437.24,v_on8-O_f69ys.mp4,30,13117,Action
oP6PR4KfH0A,25,49,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,50,63,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,64,83,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,108,136,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,137,147,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,148,168,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,196,240,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,285,298,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,315,334,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,341,367,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
oP6PR4KfH0A,455,468,onion rings,492.61,v_oP6PR4KfH0A.mp4,30,14775,Action
v-GtKLHLmsU,113,130,BLT,347.74,v_v-GtKLHLmsU.mp4,30,10428,Action
v-GtKLHLmsU,260,291,BLT,347.74,v_v-GtKLHLmsU.mp4,30,10428,Action
v-GtKLHLmsU,291,300,BLT,347.74,v_v-GtKLHLmsU.mp4,30,10428,Action
v-GtKLHLmsU,300,307,BLT,347.74,v_v-GtKLHLmsU.mp4,30,10428,Action
v-GtKLHLmsU,307,313,BLT,347.74,v_v-GtKLHLmsU.mp4,30,10428,Action
dn1qrAHh7k0,28,52,grilled cheese,105.7,v_dn1qrAHh7k0.mp4,30,3169,Action
dn1qrAHh7k0,54,60,grilled cheese,105.7,v_dn1qrAHh7k0.mp4,30,3169,Action
dn1qrAHh7k0,60,66,grilled cheese,105.7,v_dn1qrAHh7k0.mp4,30,3169,Action
dn1qrAHh7k0,66,67,grilled cheese,105.7,v_dn1qrAHh7k0.mp4,30,3169,Action
dn1qrAHh7k0,69,73,grilled cheese,105.7,v_dn1qrAHh7k0.mp4,30,3169,Action
yFeZN3W5YKY,123,148,fattoush,272.21,v_yFeZN3W5YKY.mp4,30,8162,Action
yFeZN3W5YKY,150,165,fattoush,272.21,v_yFeZN3W5YKY.mp4,30,8162,Action
yFeZN3W5YKY,165,192,fattoush,272.21,v_yFeZN3W5YKY.mp4,30,8162,Action
yFeZN3W5YKY,201,211,fattoush,272.21,v_yFeZN3W5YKY.mp4,30,8162,Action
yFeZN3W5YKY,226,243,fattoush,272.21,v_yFeZN3W5YKY.mp4,30,8162,Action
EixGhZ5lCGQ,6,14,pepperoni pizza,272.1,v_EixGhZ5lCGQ.mp4,30,8160,Action
EixGhZ5lCGQ,40,95,pepperoni pizza,272.1,v_EixGhZ5lCGQ.mp4,30,8160,Action
EixGhZ5lCGQ,114,153,pepperoni pizza,272.1,v_EixGhZ5lCGQ.mp4,30,8160,Action
EixGhZ5lCGQ,155,156,pepperoni pizza,272.1,v_EixGhZ5lCGQ.mp4,30,8160,Action
EixGhZ5lCGQ,167,209,pepperoni pizza,272.1,v_EixGhZ5lCGQ.mp4,30,8160,Action
M1HPY6_IEqU,10,36,meatloaf,108.03999999999999,v_M1HPY6_IEqU.mp4,30,3239,Action
M1HPY6_IEqU,36,51,meatloaf,108.03999999999999,v_M1HPY6_IEqU.mp4,30,3239,Action
M1HPY6_IEqU,51,57,meatloaf,108.03999999999999,v_M1HPY6_IEqU.mp4,30,3239,Action
M1HPY6_IEqU,57,72,meatloaf,108.03999999999999,v_M1HPY6_IEqU.mp4,30,3239,Action
M1HPY6_IEqU,72,80,meatloaf,108.03999999999999,v_M1HPY6_IEqU.mp4,30,3239,Action
Db6SYxAfmPM,27,39,pancake,219.22,v_Db6SYxAfmPM.mp4,30,6575,Action
Db6SYxAfmPM,40,72,pancake,219.22,v_Db6SYxAfmPM.mp4,30,6575,Action
Db6SYxAfmPM,106,107,pancake,219.22,v_Db6SYxAfmPM.mp4,30,6575,Action
Db6SYxAfmPM,127,129,pancake,219.22,v_Db6SYxAfmPM.mp4,30,6575,Action
Db6SYxAfmPM,150,151,pancake,219.22,v_Db6SYxAfmPM.mp4,30,6575,Action
pz1pXfa208Y,24,54,eggs benedict,133.4,v_pz1pXfa208Y.mp4,30,3999,Action
pz1pXfa208Y,54,63,eggs benedict,133.4,v_pz1pXfa208Y.mp4,30,3999,Action
pz1pXfa208Y,65,77,eggs benedict,133.4,v_pz1pXfa208Y.mp4,30,3999,Action
pz1pXfa208Y,78,99,eggs benedict,133.4,v_pz1pXfa208Y.mp4,30,3999,Action
pz1pXfa208Y,95,101,eggs benedict,133.4,v_pz1pXfa208Y.mp4,30,3999,Action
pz1pXfa208Y,102,105,eggs benedict,133.4,v_pz1pXfa208Y.mp4,30,3999,Action
pz1pXfa208Y,105,123,eggs benedict,133.4,v_pz1pXfa208Y.mp4,30,3999,Action
T2PO609-4t0,82,90,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,92,101,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,140,151,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,181,188,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,206,221,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,240,260,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,266,286,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,296,301,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,334,340,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,424,442,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,444,465,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,466,483,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
T2PO609-4t0,484,497,bangers and mash,558.35,v_T2PO609-4t0.mp4,30,16749,Action
Eg89rR5s8e4,144,153,dal makhani,377.02,v_Eg89rR5s8e4.mp4,30,11310,Action
Eg89rR5s8e4,154,185,dal makhani,377.02,v_Eg89rR5s8e4.mp4,30,11310,Action
Eg89rR5s8e4,220,231,dal makhani,377.02,v_Eg89rR5s8e4.mp4,30,11310,Action
Eg89rR5s8e4,248,256,dal makhani,377.02,v_Eg89rR5s8e4.mp4,30,11310,Action
Eg89rR5s8e4,267,275,dal makhani,377.02,v_Eg89rR5s8e4.mp4,30,11310,Action
Eg89rR5s8e4,304,326,dal makhani,377.02,v_Eg89rR5s8e4.mp4,30,11310,Action
Eg89rR5s8e4,345,349,dal makhani,377.02,v_Eg89rR5s8e4.mp4,30,11310,Action
Ppnycaaf-zg,4,31,tuna sashimi,116.91,v_Ppnycaaf-zg.mp4,30,3507,Action
Ppnycaaf-zg,32,82,tuna sashimi,116.91,v_Ppnycaaf-zg.mp4,30,3507,Action
Ppnycaaf-zg,82,85,tuna sashimi,116.91,v_Ppnycaaf-zg.mp4,30,3507,Action
Ppnycaaf-zg,85,115,tuna sashimi,116.91,v_Ppnycaaf-zg.mp4,30,3507,Action
HJBQ-NgQ9T0,48,60,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
HJBQ-NgQ9T0,98,107,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
HJBQ-NgQ9T0,115,156,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
HJBQ-NgQ9T0,163,197,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
HJBQ-NgQ9T0,204,247,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
HJBQ-NgQ9T0,282,315,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
HJBQ-NgQ9T0,319,376,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
HJBQ-NgQ9T0,377,381,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
HJBQ-NgQ9T0,400,410,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
HJBQ-NgQ9T0,419,425,wiener schnitzel,455.74,v_HJBQ-NgQ9T0.mp4,30,13671,Action
5cqJkRqbHrs,107,126,chana masala,381.85,v_5cqJkRqbHrs.mp4,30,11453,Action
5cqJkRqbHrs,135,155,chana masala,381.85,v_5cqJkRqbHrs.mp4,30,11453,Action
5cqJkRqbHrs,159,173,chana masala,381.85,v_5cqJkRqbHrs.mp4,30,11453,Action
5cqJkRqbHrs,180,190,chana masala,381.85,v_5cqJkRqbHrs.mp4,30,11453,Action
5cqJkRqbHrs,191,218,chana masala,381.85,v_5cqJkRqbHrs.mp4,30,11453,Action
5cqJkRqbHrs,222,231,chana masala,381.85,v_5cqJkRqbHrs.mp4,30,11453,Action
5cqJkRqbHrs,247,262,chana masala,381.85,v_5cqJkRqbHrs.mp4,30,11453,Action
5cqJkRqbHrs,288,330,chana masala,381.85,v_5cqJkRqbHrs.mp4,30,11453,Action
5cqJkRqbHrs,345,347,chana masala,381.85,v_5cqJkRqbHrs.mp4,30,11453,Action
KUL6f9Q5ER4,133,142,thai fried rice,381.5,v_KUL6f9Q5ER4.mp4,30,11444,Action
KUL6f9Q5ER4,146,182,thai fried rice,381.5,v_KUL6f9Q5ER4.mp4,30,11444,Action
KUL6f9Q5ER4,185,213,thai fried rice,381.5,v_KUL6f9Q5ER4.mp4,30,11444,Action
KUL6f9Q5ER4,216,224,thai fried rice,381.5,v_KUL6f9Q5ER4.mp4,30,11444,Action
KUL6f9Q5ER4,225,242,thai fried rice,381.5,v_KUL6f9Q5ER4.mp4,30,11444,Action
KUL6f9Q5ER4,243,265,thai fried rice,381.5,v_KUL6f9Q5ER4.mp4,30,11444,Action
KUL6f9Q5ER4,267,285,thai fried rice,381.5,v_KUL6f9Q5ER4.mp4,30,11444,Action
KUL6f9Q5ER4,288,305,thai fried rice,381.5,v_KUL6f9Q5ER4.mp4,30,11444,Action
BX5zMlnyq5k,62,80,tabbouleh,156.22,v_BX5zMlnyq5k.mp4,30,4686,Action
BX5zMlnyq5k,81,90,tabbouleh,156.22,v_BX5zMlnyq5k.mp4,30,4686,Action
BX5zMlnyq5k,91,99,tabbouleh,156.22,v_BX5zMlnyq5k.mp4,30,4686,Action
BX5zMlnyq5k,100,120,tabbouleh,156.22,v_BX5zMlnyq5k.mp4,30,4686,Action
BX5zMlnyq5k,133,141,tabbouleh,156.22,v_BX5zMlnyq5k.mp4,30,4686,Action
HP_quieYDVQ,171,203,pizza marghetta,326.18,v_HP_quieYDVQ.mp4,30,9784,Action
HP_quieYDVQ,209,220,pizza marghetta,326.18,v_HP_quieYDVQ.mp4,30,9784,Action
HP_quieYDVQ,236,240,pizza marghetta,326.18,v_HP_quieYDVQ.mp4,30,9784,Action
HP_quieYDVQ,241,250,pizza marghetta,326.18,v_HP_quieYDVQ.mp4,30,9784,Action
HP_quieYDVQ,258,307,pizza marghetta,326.18,v_HP_quieYDVQ.mp4,30,9784,Action
S7hpTy1Rx1k,30,49,BLT,206.93,v_S7hpTy1Rx1k.mp4,30,6208,Action
S7hpTy1Rx1k,50,62,BLT,206.93,v_S7hpTy1Rx1k.mp4,30,6208,Action
S7hpTy1Rx1k,64,98,BLT,206.93,v_S7hpTy1Rx1k.mp4,30,6208,Action
S7hpTy1Rx1k,99,113,BLT,206.93,v_S7hpTy1Rx1k.mp4,30,6208,Action
S7hpTy1Rx1k,114,150,BLT,206.93,v_S7hpTy1Rx1k.mp4,30,6208,Action
S7hpTy1Rx1k,151,158,BLT,206.93,v_S7hpTy1Rx1k.mp4,30,6208,Action
vZariS25PF8,26,36,beef tacos,325.43,v_vZariS25PF8.mp4,30,9761,Action
vZariS25PF8,38,60,beef tacos,325.43,v_vZariS25PF8.mp4,30,9761,Action
vZariS25PF8,60,92,beef tacos,325.43,v_vZariS25PF8.mp4,30,9761,Action
vZariS25PF8,94,134,beef tacos,325.43,v_vZariS25PF8.mp4,30,9761,Action
vZariS25PF8,154,184,beef tacos,325.43,v_vZariS25PF8.mp4,30,9761,Action
vZariS25PF8,193,208,beef tacos,325.43,v_vZariS25PF8.mp4,30,9761,Action
